# These data are taken from Wang et al. (2012), Chinese Phys. C, 36, 1603
#
# isotope	mass
xe141	140.9267872
xe142	141.9299731
xe143	142.9353696
xe144	143.9389451
xe145	144.94472
xe146	145.948518
xe147	146.95426
xe148	147.95813
cs112	111.950309
cs113	112.9444291
cs114	113.941296
cs115	114.93591
cs116	115.93337
cs117	116.928617
cs118	117.92656
cs119	118.922377
cs120	119.920677
cs121	120.917227
cs122	121.916108
cs123	122.912996
cs124	123.9122578
cs125	124.909728
cs126	125.909446
cs127	126.9074174
cs128	127.9077487
cs129	128.9060657
cs130	129.9067093
cs131	130.9054649
cs132	131.9064339
cs133	132.905451961
cs134	133.906718503
cs135	134.905977
cs136	135.9073114
cs137	136.90708923
cs138	137.9110171
cs139	138.9133638
cs140	139.9172831
cs141	140.9200455
cs142	141.924296
cs143	142.927349
cs144	143.932076
cs145	144.935527
cs146	145.940344
cs147	146.944156
cs148	147.94923
cs149	148.95302
cs150	149.95833
cs151	150.96258
ba114	113.95066
ba115	114.94737
ba116	115.94128
ba117	116.93814
ba118	117.93306
ba119	118.93066
ba120	119.92605
ba121	120.92405
ba122	121.919904
ba123	122.918781
ba124	123.915094
ba125	124.914472
ba126	125.91125
ba127	126.911091
ba128	127.908342
ba129	128.908681
ba130	129.9063207
ba131	130.906941
ba132	131.9050611
ba133	132.9060074
ba134	133.90450818
ba135	134.90568838
ba136	135.90457573
ba137	136.90582714
ba138	137.905247
ba139	138.9088411
ba140	139.9106057
ba141	140.9144033
ba142	141.9164324
ba143	142.9206253
ba144	143.9229549
ba145	144.9275184
ba146	145.930284
ba147	146.935304
ba148	147.938171
ba149	148.94308
ba150	149.94605
ba151	150.95127
ba152	151.95481
ba153	152.96036
la116	115.9563
la117	116.94999
la118	117.94673
la119	118.94099
la120	119.93807
la121	120.93315
la122	121.93071
la123	122.9263
la124	123.924574
la125	124.920816
la126	125.919513
la127	126.916375
la128	127.915592
la129	128.912694
la130	129.912369
la131	130.91007
la132	131.910119
la133	132.908218
la134	133.908514
la135	134.906984
la136	135.907635
la137	136.9064504
la138	137.9071149
la139	138.9063563
la140	139.9094806
la141	140.910966
la142	141.9140909
la143	142.9160795
la144	143.919646
la145	144.921808
la146	145.925875
la147	146.928418
la148	147.932679
la149	148.93535
la150	149.93947
la151	150.94232
la152	151.94682
la153	152.95036
la154	153.95517
la155	154.95901
ce119	118.95271
ce120	119.94654
ce121	120.94335
ce122	121.93787
ce123	122.93528
ce124	123.93031
ce125	124.92844
ce126	125.923971
ce127	126.922727
ce128	127.918911
ce129	128.918102
ce130	129.914736
ce131	130.914429
ce132	131.911464
ce133	132.91152
ce134	133.908928
ce135	134.909161
ce136	135.90712921
ce137	136.90776236
ce138	137.905991
ce139	138.9066551
ce140	139.9054431
ce141	140.9082807
ce142	141.9092504
ce143	142.9123921
ce144	143.9136529
ce145	144.917265
ce146	145.918802
ce147	146.9226899
ce148	147.924424
ce149	148.928427
ce150	149.930384
ce151	150.934272
ce152	151.9366
ce153	152.94093
ce154	153.9438
ce155	154.94855
ce156	155.95183
ce157	156.95705
pr121	120.95532
pr122	121.95175
pr123	122.94596
pr124	123.94294
pr125	124.9377
pr126	125.93524
pr127	126.93071
pr128	127.928791
pr129	128.925095
pr130	129.92359
pr131	130.920235
pr132	131.919255
pr133	132.916331
pr134	133.915697
pr135	134.913112
pr136	135.912677
pr137	136.9106792
pr138	137.910754
pr139	138.9089408
pr140	139.9090803
pr141	140.9076576
pr142	141.9100496
pr143	142.9108228
pr144	143.9133109
pr145	144.9145182
pr146	145.91768
pr147	146.919008
pr148	147.92213
pr149	148.923736
pr150	149.9266765
pr151	150.928309
pr152	151.931553
pr153	152.933904
pr154	153.93753
pr155	154.940509
pr156	155.94464
pr157	156.94789
pr158	157.95241
pr159	158.95589
nd124	123.9522
nd125	124.9489
nd126	125.94311
nd127	126.94038
nd128	127.93525
nd129	128.9331
nd130	129.928506
nd131	130.927248
nd132	131.923321
nd133	132.922348
nd134	133.91879
nd135	134.918181
nd136	135.914976
nd137	136.914562
nd138	137.91195
nd139	138.911954
nd140	139.90955
nd141	140.9096147
nd142	141.907729
nd143	142.90982
nd144	143.910093
nd145	144.9125793
nd146	145.9131226
nd147	146.9161061
nd148	147.9168993
nd149	148.9201548
nd150	149.9209022
nd151	150.9238403
nd152	151.924692
nd153	152.927718
nd154	153.92948
nd155	154.9331357
nd156	155.93508
nd157	156.939386
nd158	157.94197
nd159	158.94653
nd160	159.9494
nd161	160.95428
pm126	125.95792
pm127	126.95192
pm128	127.9487
pm129	128.94323
pm130	129.94053
pm131	130.93567
pm132	131.93384
pm133	132.929782
pm134	133.928353
pm135	134.924823
pm136	135.923585
pm137	136.92048
pm138	137.919548
pm139	138.9168
pm140	139.91604
pm141	140.913555
pm142	141.91289
pm143	142.9109383
pm144	143.9125964
pm145	144.9127559
pm146	145.9147024
pm147	146.915145
pm148	147.9174819
pm149	148.9183423
pm150	149.920991
pm151	150.9212175
pm152	151.923506
pm153	152.9241567
pm154	153.926472
pm155	154.928137
pm156	155.9311175
pm157	156.9331214
pm158	157.936565
pm159	158.939287
pm160	159.9431
pm161	160.94607
pm162	161.95022
pm163	162.95357
sm128	127.95842
sm129	128.95476
sm130	129.949
sm131	130.94618
sm132	131.94087
sm133	132.93856
sm134	133.93411
sm135	134.93252
sm136	135.928276
sm137	136.926971
sm138	137.923244
sm139	138.922297
sm140	139.918995
sm141	140.9184816
sm142	141.9152044
sm143	142.9146353
sm144	143.9120065
sm145	144.9134173
sm146	145.913047
sm147	146.9149044
sm148	147.9148292
sm149	148.9171921
sm150	149.9172829
sm151	150.9199398
sm152	151.9197397
sm153	152.9221047
sm154	153.9222169
sm155	154.9246477
sm156	155.925536
sm157	156.9284187
sm158	157.929951
sm159	158.9332172
sm160	159.9353353
sm161	160.9391602
sm162	161.94146
sm163	162.94555
sm164	163.94836
sm165	164.95297
eu130	129.96369
eu131	130.95784
eu132	131.95467
eu133	132.94929
eu134	133.9464
eu135	134.94187
eu136	135.93962
eu137	136.93546
eu138	137.933709
eu139	138.929792
eu140	139.928088
eu141	140.924932
eu142	141.923442
eu143	142.920299
eu144	143.91882
eu145	144.9162726
eu146	145.917211
eu147	146.9167527
eu148	147.918089
eu149	148.9179378
eu150	149.9197077
eu151	150.9198578
eu152	151.9217522
eu153	152.921238
eu154	153.922987
eu155	154.9229011
eu156	155.9247605
eu157	156.9254334
eu158	157.927799
eu159	158.9291001
eu160	159.931851
eu161	160.933664
eu162	161.936989
eu163	162.939196
eu164	163.94274
eu165	164.94559
eu166	165.94962
eu167	166.95289
gd133	132.96133
gd134	133.95566
gd135	134.95245
gd136	135.9473
gd137	136.94502
gd138	137.94025
gd139	138.93813
gd140	139.933674
gd141	140.932126
gd142	141.928116
gd143	142.92675
gd144	143.922963
gd145	144.921713
gd146	145.9183188
gd147	146.9191014
gd148	147.9181215
gd149	148.9193481
gd150	149.9186644
gd151	150.920356
gd152	151.9197995
gd153	152.921758
gd154	153.9208741
gd155	154.9226305
gd156	155.9221312
gd157	156.9239686
gd158	157.9241123
gd159	158.926397
gd160	159.9270624
gd161	160.9296775
gd162	161.930993
gd163	162.9341769
gd164	163.93583
gd165	164.93936
gd166	165.94146
gd167	166.94545
gd168	167.94808
gd169	168.9526
tb135	134.96476
tb136	135.96129
tb137	136.95602
tb138	137.95312
tb139	138.94833
tb140	139.94581
tb141	140.94145
tb142	141.93928
tb143	142.935137
tb144	143.933045
tb145	144.92882
tb146	145.927253
tb147	146.9240548
tb148	147.924282
tb149	148.9232535
tb150	149.9236649
tb151	150.9231096
tb152	151.924083
tb153	152.9234424
tb154	153.924685
tb155	154.923511
tb156	155.9247552
tb157	156.924033
tb158	157.9254209
tb159	158.9253547
tb160	159.9271756
tb161	160.9275778
tb162	161.929495
tb163	162.9306547
tb164	163.93336
tb165	164.93498
tb166	165.93786
tb167	166.93996
tb168	167.9434
tb169	168.94597
tb170	169.94984
tb171	170.95273
dy138	137.9625
dy139	138.95959
dy140	139.95402
dy141	140.95128
dy142	141.94619
dy143	142.943994
dy144	143.9392695
dy145	144.937474
dy146	145.9328445
dy147	146.9310827
dy148	147.927157
dy149	148.927322
dy150	149.9255933
dy151	150.9261916
dy152	151.9247253
dy153	152.9257724
dy154	153.9244293
dy155	154.925759
dy156	155.9242847
dy157	156.9254707
dy158	157.9244159
dy159	158.925747
dy160	159.9252046
dy161	160.9269405
dy162	161.9268056
dy163	162.9287383
dy164	163.9291819
dy165	164.9317105
dy166	165.9328139
dy167	166.935661
dy168	167.93713
dy169	168.94031
dy170	169.94239
dy171	170.94612
dy172	171.94846
dy173	172.95283
ho140	139.96859
ho141	140.96311
ho142	141.96001
ho143	142.95486
ho144	143.9521097
ho145	144.9472674
ho146	145.9449935
ho147	146.9401423
ho148	147.937744
ho149	148.933803
ho150	149.933498
ho151	150.9316983
ho152	151.931724
ho153	152.9302064
ho154	153.9306068
ho155	154.929104
ho156	155.929706
ho157	156.928254
ho158	157.928946
ho159	158.9277197
ho160	159.928737
ho161	160.9278615
ho162	161.9291023
ho163	162.928741
ho164	163.9302403
ho165	164.9303288
ho166	165.9322909
ho167	166.9331385
ho168	167.935522
ho169	168.936878
ho170	169.939625
ho171	170.94147
ho172	171.94473
ho173	172.94702
ho174	173.95095
ho175	174.95362
er142	141.9701
er143	142.96662
er144	143.9607
er145	144.95805
er146	145.9524184
er147	146.949964
er148	147.944735
er149	148.942306
er150	149.937916
er151	150.937449
er152	151.935057
er153	152.93508
er154	153.9327908
er155	154.9332159
er156	155.931067
er157	156.931949
er158	157.929893
er159	158.9306918
er160	159.929077
er161	160.9300046
er162	161.9287884
er163	162.9300408
er164	163.9292088
er165	164.9307345
er166	165.9302995
er167	166.9320546
er168	167.9323767
er169	168.9345968
er170	169.9354702
er171	170.9380357
er172	171.9393619
er173	172.9424
er174	173.94423
er175	174.94777
er176	175.94994
er177	176.95399
tm144	143.97628
tm145	144.97039
tm146	145.96684
tm147	146.9613799
tm148	147.958384
tm149	148.95289
tm150	149.95009
tm151	150.945488
tm152	151.944422
tm153	152.94204
tm154	153.94157
tm155	154.93921
tm156	155.938992
tm157	156.936944
tm158	157.93698
tm159	158.934975
tm160	159.935263
tm161	160.933549
tm162	161.934002
tm163	162.9326592
tm164	163.933544
tm165	164.9324431
tm166	165.933561
tm167	166.9328562
tm168	167.9341774
tm169	168.9342179
tm170	169.935806
tm171	170.9364339
tm172	171.9384055
tm173	172.9396084
tm174	173.942173
tm175	174.943841
tm176	175.947
tm177	176.94904
tm178	177.95264
tm179	178.95534
yb148	147.96758
yb149	148.96436
yb150	149.95852
yb151	150.9554
yb152	151.95027
yb153	152.94932
yb154	153.946396
yb155	154.945783
yb156	155.942825
yb157	156.942645
yb158	157.9398705
yb159	158.940055
yb160	159.937557
yb161	160.937907
yb162	161.935774
yb163	162.93634
yb164	163.934495
yb165	164.93527
yb166	165.9338747
yb167	166.934953
yb168	167.9338896
yb169	168.9351825
yb170	169.9347664
yb171	170.9363302
yb172	171.9363859
yb173	172.9382151
yb174	173.9388664
yb175	174.9412808
yb176	175.9425764
yb177	176.9452656
yb178	177.946651
yb179	178.95004
yb180	179.95212
yb181	180.95589
lu150	149.97355
lu151	150.96768
lu152	151.96412
lu153	152.95875
lu154	153.95736
lu155	154.954321
lu156	155.953033
lu157	156.950127
lu158	157.949316
lu159	158.946636
lu160	159.946033
lu161	160.943572
lu162	161.943283
lu163	162.941179
lu164	163.941339
lu165	164.939407
lu166	165.939859
lu167	166.93827
lu168	167.938736
lu169	168.9376441
lu170	169.938478
lu171	170.937917
lu172	171.9390891
lu173	172.938934
lu174	173.9403409
lu175	174.9407752
lu176	175.9426897
lu177	176.9437615
lu178	177.945958
lu179	178.9473309
lu180	179.949888
lu181	180.95191
lu182	181.95504
lu183	182.957363
lu184	183.96091
lu185	184.96362
hf153	152.97069
hf154	153.96486
hf155	154.96311
hf156	155.95935
hf157	156.95824
hf158	157.954801
hf159	158.953996
hf160	159.950691
hf161	160.950278
hf162	161.9472148
hf163	162.947113
hf164	163.944371
hf165	164.944567
hf166	165.94218
hf167	166.9426
hf168	167.940568
hf169	168.941259
hf170	169.939609
hf171	170.940492
hf172	171.93945
hf173	172.940513
hf174	173.9400461
hf175	174.9415092
hf176	175.9414076
hf177	176.9432277
hf178	177.9437058
hf179	178.9458232
hf180	179.946557
hf181	180.9491083
hf182	181.9505612
hf183	182.95353
hf184	183.955446
hf185	184.958862
hf186	185.960897
hf187	186.96477
hf188	187.96685
hf189	188.97084
ta155	154.97424
ta156	155.97203
ta157	156.96818
ta158	157.96654
ta159	158.963023
ta160	159.961488
ta161	160.958452
ta162	161.957294
ta163	162.954337
ta164	163.953534
ta165	164.950781
ta166	165.950512
ta167	166.948093
ta168	167.948047
ta169	168.946011
ta170	169.946175
ta171	170.944476
ta172	171.944895
ta173	172.94375
ta174	173.944454
ta175	174.943737
ta176	175.944857
ta177	176.9444795
ta178	177.945678
ta179	178.9459366
ta180	179.9474648
ta181	180.9479958
ta182	181.9501519
ta183	182.9513726
ta184	183.954008
ta185	184.955559
ta186	185.958551
ta187	186.960386
ta188	187.963916
ta189	188.96583
ta190	189.96939
ta191	190.97156
ta192	191.97514
w157	156.97884
w158	157.97456
w159	158.97264
w160	159.96846
w161	160.9672
w162	161.963499
w163	162.962524
w164	163.958961
w165	164.958281
w166	165.955031
w167	166.954805
w168	167.951806
w169	168.951779
w170	169.949232
w171	170.949451
w172	171.947292
w173	172.947689
w174	173.946079
w175	174.946717
w176	175.945634
w177	176.946643
w178	177.945883
w179	178.947077
w180	179.9467108
w181	180.9481978
w182	181.94820394
w183	182.95022275
w184	183.95093092
w185	184.95341897
w186	185.9543628
w187	186.9571588
w188	187.9584862
w189	188.961763
w190	189.963091
w191	190.966531
w192	191.96817
w193	192.97178
w194	193.97367
re159	158.98418
re160	159.98182
re161	160.97757
re162	161.97584
re163	162.97208
re164	163.970453
re165	164.967103
re166	165.965761
re167	166.962595
re168	167.961573
re169	168.958766
re170	169.95822
re171	170.955716
re172	171.95542
re173	172.953243
re174	173.953115
re175	174.951381
re176	175.951623
re177	176.950328
re178	177.950989
re179	178.949989
re180	179.950792
re181	180.950058
re182	181.95121
re183	182.9508196
re184	183.9525228
re185	184.9529545
re186	185.9549856
re187	186.9557501
re188	187.9581115
re189	188.959226
re190	189.961744
re191	190.963122
re192	191.966088
re193	192.967541
re194	193.97076
re195	194.97254
re196	195.9758
re197	196.97799
re198	197.9816
os161	160.98903
os162	161.98443
os163	162.98241
os164	163.97802
os165	164.9766
os166	165.972692
os167	166.971549
os168	167.967808
os169	168.967018
os170	169.963578
os171	170.963174
os172	171.960017
os173	172.959808
os174	173.957064
os175	174.956945
os176	175.954806
os177	176.954966
os178	177.953254
os179	178.953817
os180	179.952375
os181	180.953247
os182	181.95211
os183	182.953125
os184	183.9524885
os185	184.9540417
os186	185.953835
os187	186.9557474
os188	187.9558352
os189	188.9581442
os190	189.9584437
os191	190.9609264
os192	191.961477
os193	192.9641479
os194	193.9651772
os195	194.968318
os196	195.969641
os197	196.97283
os198	197.97441
os199	198.97801
os200	199.97984
os201	200.98364
os202	201.98595
ir164	163.99191
ir165	164.9875
ir166	165.98566
ir167	166.981666
ir168	167.979907
ir169	168.976298
ir170	169.974922
ir171	170.97164
ir172	171.970607
ir173	172.967506
ir174	173.966861
ir175	174.96415
ir176	175.96365
ir177	176.961301
ir178	177.961082
ir179	178.95912
ir180	179.959229
ir181	180.957625
ir182	181.958076
ir183	182.95684
ir184	183.957476
ir185	184.956698
ir186	185.957944
ir187	186.957542
ir188	187.958828
ir189	188.958715
ir190	189.9605412
ir191	190.9605893
ir192	191.9626002
ir193	192.9629216
ir194	193.9650735
ir195	194.9659747
ir196	195.968397
ir197	196.969655
ir198	197.97228
ir199	198.973805
ir200	199.9768
ir201	200.97864
ir202	201.98199
ir203	202.98423
ir204	203.9896
pt166	165.99486
pt167	166.99269
pt168	167.98813
pt169	168.98657
pt170	169.982496
pt171	170.981245
pt172	171.977351
pt173	172.976443
pt174	173.97282
pt175	174.97241
pt176	175.968938
pt177	176.96847
pt178	177.96565
pt179	178.965359
pt180	179.963032
pt181	180.963098
pt182	181.961172
pt183	182.961597
pt184	183.959915
pt185	184.960614
pt186	185.959351
pt187	186.960617
pt188	187.9593889
pt189	188.960831
pt190	189.9599297
pt191	190.9616729
pt192	191.9610387
pt193	192.9629824
pt194	193.9626809
pt195	194.9647917
pt196	195.96495209
pt197	196.96734069
pt198	197.9678949
pt199	198.9705952
pt200	199.971443
pt201	200.974513
pt202	201.975639
pt203	202.97893
pt204	203.98076
pt205	204.98608
pt206	205.98966
au169	168.99808
au170	169.99597
au171	170.991876
au172	171.989942
au173	172.986241
au174	173.984717
au175	174.981304
au176	175.98025
au177	176.97687
au178	177.976032
au179	178.973174
au180	179.972523
au181	180.970079
au182	181.969618
au183	182.967591
au184	183.967452
au185	184.96579
au186	185.965953
au187	186.964543
au188	187.965349
au189	188.963948
au190	189.964698
au191	190.963702
au192	191.964814
au193	192.9641373
au194	193.9654178
au195	194.9650352
au196	195.9665699
au197	196.96656879
au198	197.96824242
au199	198.96876528
au200	199.970756
au201	200.9716575
au202	201.973856
au203	202.9751544
au204	203.97783
au205	204.97985
au206	205.98474
au207	206.9884
au208	207.99345
au209	208.99735
au210	210.0025
hg171	171.00353
hg172	171.99881
hg173	172.99709
hg174	173.992865
hg175	174.991441
hg176	175.987361
hg177	176.986277
hg178	177.982484
hg179	178.981831
hg180	179.97826
hg181	180.977819
hg182	181.974689
hg183	182.9744448
hg184	183.971714
hg185	184.971899
hg186	185.969362
hg187	186.969814
hg188	187.967567
hg189	188.968195
hg190	189.966323
hg191	190.967157
hg192	191.965635
hg193	192.966653
hg194	193.9654491
hg195	194.966721
hg196	195.9658326
hg197	196.9672128
hg198	197.9667686
hg199	198.96828064
hg200	199.96832659
hg201	200.97030284
hg202	201.9706434
hg203	202.9728728
hg204	203.97349398
hg205	204.9760734
hg206	205.977514
hg207	206.9823
hg208	207.985759
hg209	208.99072
hg210	209.99424
hg211	210.99933
hg212	212.00296
hg213	213.00823
hg214	214.012
hg215	215.0174
hg216	216.02132
tl176	176.000624
tl177	176.996431
tl178	177.99485
tl179	178.991111
tl180	179.990057
tl181	180.98626
tl182	181.985713
tl183	182.982193
tl184	183.981886
tl185	184.978789
tl186	185.978651
tl187	186.9759063
tl188	187.976021
tl189	188.973588
tl190	189.973828
tl191	190.9717842
tl192	191.972225
tl193	192.970502
tl194	193.971081
tl195	194.969774
tl196	195.970481
tl197	196.969576
tl198	197.970483
tl199	198.969877
tl200	199.9709633
tl201	200.970822
tl202	201.972102
tl203	202.9723446
tl204	203.9738639
tl205	204.9744278
tl206	205.9761106
tl207	206.9774197
tl208	207.982019
tl209	208.9853594
tl210	209.990074
tl211	210.993475
tl212	211.99834
tl213	213.001915
tl214	214.00694
tl215	215.01064
tl216	216.0158
tl217	217.01966
tl218	218.02479
pb178	178.003831
pb179	179.002201
pb180	179.997928
pb181	180.996653
pb182	181.992672
pb183	182.991872
pb184	183.988136
pb185	184.98761
pb186	185.984238
pb187	186.9839109
pb188	187.980875
pb189	188.980807
pb190	189.978082
pb191	190.978276
pb192	191.975775
pb193	192.976173
pb194	193.974012
pb195	194.974543
pb196	195.972774
pb197	196.9734312
pb198	197.972034
pb199	198.972913
pb200	199.971819
pb201	200.972883
pb202	201.972152
pb203	202.9733911
pb204	203.973044
pb205	204.9744822
pb206	205.9744657
pb207	206.9758973
pb208	207.9766525
pb209	208.9810905
pb210	209.9841889
pb211	210.9887371
pb212	211.9918977
pb213	212.9965629
pb214	213.9998059
pb215	215.00474
pb216	216.00803
pb217	217.01314
pb218	218.01659
pb219	219.02177
pb220	220.02541
bi184	184.001275
bi185	184.9976
bi186	185.996644
bi187	186.993147
bi188	187.992287
bi189	188.989195
bi190	189.988622
bi191	190.9857866
bi192	191.985469
bi193	192.98296
bi194	193.982785
bi195	194.9806488
bi196	195.980667
bi197	196.9788651
bi198	197.979206
bi199	198.977673
bi200	199.978131
bi201	200.97701
bi202	201.977734
bi203	202.976893
bi204	203.9778361
bi205	204.9773867
bi206	205.9784993
bi207	206.978471
bi208	207.9797425
bi209	208.9803991
bi210	209.9841207
bi211	210.9872697
bi212	211.991286
bi213	212.9943851
bi214	213.998712
bi215	215.00177
bi216	216.006306
bi217	217.009372
bi218	218.014188
bi219	219.01748
bi220	220.02235
bi221	221.02587
bi222	222.03078
bi223	223.0345
bi224	224.03947
po186	186.004393
po187	187.003041
po188	187.999416
po189	188.998473
po190	189.995101
po191	190.9945585
po192	191.991336
po193	192.991026
po194	193.988186
po195	194.988126
po196	195.985526
po197	196.98566
po198	197.983389
po199	198.983667
po200	199.981799
po201	200.9822598
po202	201.980758
po203	202.9814161
po204	203.98031
po205	204.981203
po206	205.980474
po207	206.9815938
po208	207.9812461
po209	208.9824308
po210	209.9828741
po211	210.9866536
po212	211.9888684
po213	212.9928576
po214	213.9952017
po215	214.9994201
po216	216.0019152
po217	217.0063182
po218	218.0089735
po219	219.013614
po220	220.016386
po221	221.021228
po222	222.02414
po223	223.02907
po224	224.03211
po225	225.03707
po226	226.04031
po227	227.04539
at191	191.004148
at192	192.003152
at193	192.999927
at194	193.999236
at195	194.9962685
at196	195.9958
at197	196.993189
at198	197.992784
at199	198.9905277
at200	199.990351
at201	200.9884171
at202	201.98863
at203	202.986943
at204	203.987251
at205	204.986076
at206	205.986657
at207	206.9858
at208	207.9866133
at209	208.9861702
at210	209.9871479
at211	210.9874966
at212	211.9907377
at213	212.992937
at214	213.9963721
at215	214.9986528
at216	216.0024236
at217	217.0047192
at218	218.008695
at219	219.0111618
at220	220.015433
at221	221.018017
at222	222.022494
at223	223.025151
at224	224.029749
at225	225.03263
at226	226.03716
at227	227.04024
at228	228.04475
at229	229.04812
rn193	193.009708
rn194	194.006144
rn195	195.005422
rn196	196.002116
rn197	197.001585
rn198	197.998679
rn199	198.99839
rn200	199.99569
rn201	200.995628
rn202	201.993264
rn203	202.993388
rn204	203.99143
rn205	204.991719
rn206	205.990214
rn207	206.9907303
rn208	207.989635
rn209	208.990415
rn210	209.9896891
rn211	210.9906011
rn212	211.9907039
rn213	212.9938831
rn214	213.995363
rn215	214.9987459
rn216	216.0002719
rn217	217.003928
rn218	218.0056016
rn219	219.0094804
rn220	220.0113941
rn221	221.0155371
rn222	222.0175782
rn223	223.0218893
rn224	224.024096
rn225	225.028486
rn226	226.030861
rn227	227.035304
rn228	228.037835
rn229	229.042257
rn230	230.04514
rn231	231.04987
fr199	199.007259
fr200	200.006586
fr201	201.003867
fr202	202.00332
fr203	203.0009407
fr204	204.000652
fr205	204.9985939
fr206	205.998666
fr207	206.996946
fr208	207.997138
fr209	208.995955
fr210	209.996422
fr211	210.995556
fr212	211.9962257
fr213	212.996186
fr214	213.9989713
fr215	215.0003418
fr216	216.0031899
fr217	217.0046323
fr218	218.0075787
fr219	219.0092524
fr220	220.0123277
fr221	221.0142552
fr222	222.017552
fr223	223.019736
fr224	224.023398
fr225	225.025573
fr226	226.029566
fr227	227.031869
fr228	228.035823
fr229	229.038298
fr230	230.042416
fr231	231.045158
fr232	232.04937
fr233	233.05264
ra201	201.01271
ra202	202.00976
ra203	203.009304
ra204	204.006492
ra205	205.006268
ra206	206.003828
ra207	207.003799
ra208	208.001841
ra209	209.00199
ra210	210.000494
ra211	211.0008932
ra212	211.999787
ra213	213.000384
ra214	214.0000997
ra215	215.0027204
ra216	216.0035334
ra217	217.0063207
ra218	218.007141
ra219	219.0100855
ra220	220.0110259
ra221	221.0139177
ra222	222.0153748
ra223	223.0185023
ra224	224.020212
ra225	225.0236119
ra226	226.0254103
ra227	227.0291783
ra228	228.0310707
ra229	229.034942
ra230	230.037055
ra231	231.041027
ra232	232.0434753
ra233	233.047582
ra234	234.050342
ra235	235.05497
ac206	206.014452
ac207	207.011966
ac208	208.01155
ac209	209.009495
ac210	210.009436
ac211	211.007732
ac212	212.007813
ac213	213.006609
ac214	214.006918
ac215	215.006475
ac216	216.008743
ac217	217.009344
ac218	218.011642
ac219	219.012421
ac220	220.0147549
ac221	221.015592
ac222	222.0178442
ac223	223.0191377
ac224	224.0217232
ac225	225.02323
ac226	226.0260984
ac227	227.0277523
ac228	228.0310215
ac229	229.032956
ac230	230.036327
ac231	231.038393
ac232	232.042034
ac233	233.044346
ac234	234.048139
ac235	235.05084
ac236	236.054988
ac237	237.05827
th208	208.0179
th209	209.017753
th210	210.015094
th211	211.014929
th212	212.012988
th213	213.013009
th214	214.0115
th215	215.0117248
th216	216.011056
th217	217.013117
th218	218.013276
th219	219.015537
th220	220.015748
th221	221.018184
th222	222.018469
th223	223.0208119
th224	224.021464
th225	225.0239514
th226	226.0249034
th227	227.0277042
th228	228.0287413
th229	229.0317627
th230	230.0331341
th231	231.0363046
th232	232.0380558
th233	233.0415823
th234	234.0436014
th235	235.047255
th236	236.049657
th237	237.053629
th238	238.0565
th239	239.06077
pa212	212.023203
pa213	213.021109
pa214	214.020918
pa215	215.019183
pa216	216.019109
pa217	217.018325
pa218	218.020059
pa219	219.019904
pa220	220.021705
pa221	221.021875
pa222	222.023784
pa223	223.023963
pa224	224.0256176
pa225	225.026131
pa226	226.027948
pa227	227.0288054
pa228	228.0310517
pa229	229.0320972
pa230	230.034541
pa231	231.0358842
pa232	232.0385917
pa233	233.0402472
pa234	234.0433072
pa235	235.045399
pa236	236.048668
pa237	237.051023
pa238	238.054637
pa239	239.05726
pa240	240.06098
pa241	241.06408
u217	217.02466
u218	218.023523
u219	219.024999
u220	220.02462
u221	221.02628
u222	222.026
u223	223.027739
u224	224.027605
u225	225.029391
u226	226.029339
u227	227.031157
u228	228.031371
u229	229.0335063
u230	230.0339401
u231	231.0362939
u232	232.0371563
u233	233.0396355
u234	234.0409523
u235	235.0439301
u236	236.0455682
u237	237.0487304
u238	238.0507884
u239	239.0542935
u240	240.0565934
u241	241.06033
u242	242.06293
u243	243.06699
np219	219.03143
np220	220.03254
np221	221.03204
np222	222.0333
np223	223.03285
np224	224.03422
np225	225.033911
np226	226.035188
np227	227.034957
np228	228.036067
np229	229.036264
np230	230.037828
np231	231.038245
np232	232.04011
np233	233.040741
np234	234.0428953
np235	235.0440635
np236	236.04657
np237	237.0481736
np238	238.0509466
np239	239.0529392
np240	240.056165
np241	241.058253
np242	242.06164
np243	243.06428
np244	244.06785
np245	245.0708
pu228	228.038732
pu229	229.040144
pu230	230.03965
pu231	231.041102
pu232	232.041185
pu233	233.042998
pu234	234.0433174
pu235	235.045286
pu236	236.0460581
pu237	237.0484098
pu238	238.0495601
pu239	239.0521636
pu240	240.0538138
pu241	241.0568517
pu242	242.0587428
pu243	243.0620036
pu244	244.0642053
pu245	245.067826
pu246	246.070205
pu247	247.07419
am230	230.04609
am231	231.04556
am232	232.04645
am233	233.04644
am234	234.04773
am235	235.047908
am236	236.04943
am237	237.049996
am238	238.051985
am239	239.0530247
am240	240.0553
am241	241.0568293
am242	242.0595494
am243	243.0613813
am244	244.0642851
am245	245.0664548
am246	246.069775
am247	247.07209
am248	248.07575
am249	249.07848
cm232	232.04982
cm233	233.05077
cm234	234.05016
cm235	235.05154
cm236	236.051374
cm237	237.052869
cm238	238.053081
cm239	239.05491
cm240	240.0555297
cm241	241.0576532
cm242	242.058836
cm243	243.0613893
cm244	244.0627528
cm245	245.0654915
cm246	246.0672238
cm247	247.0703541
cm248	248.0723499
cm249	249.0759548
cm250	250.078358
cm251	251.082286
cm252	252.08487
bk234	234.05727
bk235	235.05658
bk236	236.05748
bk237	237.0571
bk238	238.0582
bk239	239.05824
bk240	240.05976
bk241	241.06016
bk242	242.06198
bk243	243.0630078
bk244	244.065181
